ID	Population	Site	Depth	Est_K	P1	P2	P3	P4	group	relatedness	mean_IBD_length.kb	N50_IBD_Length.kb	Mean_IBD_goodness	cluster	year	eff_k
PF0507-C	Ghana	Kassena	116.37	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2011	1
PF0510-C	Ghana	Kassena	171.1	2	0.79	0	0.21	0	Africa2	0.0212614020207231	NA	NA	NA	Unrelated	2011	1.49655791679138
PF0511-C	Ghana	Kassena	126.48	2	0.68	0	0.32	0	Africa2	0.0556049929664217	11.2656	28.504	0.811003153780651	Unrelated	2011	1.77053824362606
PF0512-C	Ghana	Kassena	85.92	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0513-C	Ghana	Kassena	115.73	1	1	0	0	0	Africa2	NA	NA	NA	NA	Collapsed manually	2011	1
PF0514-C	Ghana	Kassena	97.37	4	0.07	0.15	0.68	0.09	Africa2	0.487321775201642	NA	NA	NA	NA	2010	2.00843542880096
PF0515-C	Ghana	Kassena	88.58	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2011	1
PF0518-C	Ghana	Kassena	124.97	2	0.85	0	0.15	0	Africa2	0.250018422124393	184.2489375	526.772	0.812988740078336	Other	2011	1.34228187919463
PF0519-C	Ghana	Kassena	173.91	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2011	1
PF0522-C	Ghana	Kassena	97.6	4	0.07	0.2	0.62	0.11	Africa2	0.477922241153342	NA	NA	NA	NA	2010	2.26551880380607
PF0524-C	Ghana	Kassena	75.33	1	0.01	0.01	0.97	0.01	Africa2	NA	NA	NA	NA	NA	2011	1.06247343816405
PF0525-C	Ghana	Kassena	81.61	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0529-C	Ghana	Kassena	136.63	3	0	0.32	0.51	0.17	Africa2	0.0773959557987743	23.2994736842105	154.409	0.56852496025891	Other	2009	2.55493101686254
PF0531-C	Ghana	Kassena	70.75	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0539-C	Ghana	Kassena	94.71	2	0.87	0	0.13	0	Africa2	0.131720921921531	7.8612	25.55	0.682041650150051	Other	2011	1.2923235978289
PF0542-C	Ghana	Kassena	73.87	1	1	0	0	0	Africa2	NA	NA	NA	NA	HighSib	2010	1
PF0667-C	Ghana	Kassena	113.15	3	0.26	0.07	0	0.68	Africa2	0.379261402761861	194.050247706422	560.435	0.312765001541034	Other	2012	1.86950831931202
PF0668-C	Ghana	Kassena	174.71	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1
PF0669-C	Ghana	Kassena	124.12	2	0.67	0	0.33	0	Africa2	0.175822837963268	166.562833333333	422.222	0.866033132836355	Other	2012	1.79275726066691
PF0670-C	Ghana	Kassena	77.41	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1
PF0671-C	Ghana	Kassena	134.79	3	0	0.17	0.47	0.36	Africa2	0.0457678332500522	11.1223	64.759	0.662273104936648	Other	2012	2.63574064312072
PF0672-C	Ghana	Kassena	104.94	3	0	0.17	0.55	0.27	Africa2	0.356576697876968	303.655714285714	1033.794	0.430313160811319	Sib	2012	2.47341083353945
PF0673-C	Ghana	Kassena	108.39	2	0.81	0	0.19	0	Africa2	0.0542214577909611	3.9552	10.911	0.848792953348224	Unrelated	2012	1.4446691707599
PF0674-C	Ghana	Kassena	128.81	1	1	0	0	0	Africa2	NA	NA	NA	NA	HighSib	2012	1
PF0675-C	Ghana	Kassena	132.6	3	0	0.3	0.54	0.16	Africa2	0.0711985649180284	3.677	10.911	0.518672794753327	Other	2012	2.45579567779961
PF0676-C	Ghana	Kassena	103	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1
PF0678-C	Ghana	Kassena	117.97	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1
PF0679-C	Ghana	Kassena	93.67	3	0	0.22	0.6	0.18	Africa2	0.596159406407109	370.440135802469	986.472	0.619730543336017	Sib	2012	2.26860254083485
PF0680-C	Ghana	Kassena	97.51	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1
PF0681-C	Ghana	Kassena	126.64	2	0.51	0	0.49	0	Africa2	0.69176268472693	412.955037037037	753.868	0.895490535779766	Sib	2012	1.99920031987205
PF0682-C	Ghana	Kassena	125.62	2	0.54	0	0.46	0	Africa2	0.068062282450798	16.2036666666667	65.536	0.826150149371111	Unrelated	2012	1.9872813990461
PF0683-C	Ghana	Kassena	98.49	3	0	0.3	0.5	0.2	Africa2	0.0386054125077344	11.089	64.108	0.663556617163961	Unrelated	2012	2.63157894736842
PF0684-C	Ghana	Kassena	128.86	3	0	0.19	0.53	0.28	Africa2	0.0401365526689227	5.31933333333333	11.401	0.678504163489551	Other	2012	2.52908447142134
PF0685-C	Ghana	Kassena	101.59	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1
PF0686-C	Ghana	Kassena	99.24	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1.02030405060708
PF0687-C	Ghana	Kassena	53.13	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1.02030405060708
PF0689-C	Ghana	Kassena	119.32	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1
PF0690-C	Ghana	Kassena	118.07	4	0.07	0.23	0.59	0.12	Africa2	0.565847246845136	NA	NA	NA	NA	2012	2.37925291458482
PF0691-C	Ghana	Kassena	113.23	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1
PF0692-C	Ghana	Kassena	14.86	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1.02030405060708
PF0693-C	Ghana	Kassena	153.04	3	0.01	0.05	0.83	0.1	Africa2	0.415703790759202	NA	NA	NA	NA	2012	1.42551674982181
PF0694-C	Ghana	Kassena	108.5	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1.02030405060708
PF0695-C	Ghana	Kassena	91.93	3	0	0.13	0.58	0.28	Africa2	0.284274636884968	113.10692	586.157	0.178790007636128	Other	2012	2.31642344220523
PF0696-C	Ghana	Kassena	129.09	2	0.09	0	0.91	0	Africa2	0.707007816924105	291.395135135135	816.151	0.58405447779206	HighSib	2012	1.19588615163836
PF0697-C	Ghana	Kassena	123.95	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1
PF0698-C	Ghana	Kassena	107.28	2	0.64	0	0.36	0	Africa2	0.630091606742615	431.5149375	1154.753	0.886560210556168	Sib	2012	1.85459940652819
PF0699-C	Ghana	Kassena	95.31	3	0	0.26	0.59	0.15	Africa2	0.176173079910804	35.0794	90.216	0.173330025730595	Other	2012	2.28206298493838
PF0700-C	Ghana	Kassena	114.89	3	0	0.16	0.57	0.26	Africa2	0.166346698655768	84.1172291666667	561.709	0.25882479833764	Other	2012	2.39177230327673
PF0701-C	Ghana	Kassena	175.28	2	0.96	0	0.04	0	Africa2	0.573974970335727	162.406186046512	392.382	0.435847425845773	Sib	2012	1.08318890814558
PF0703-C	Ghana	Kassena	104.63	2	0.88	0	0.12	0	Africa2	0.650817140146406	480.92152	958.51	0.787935342593105	Sib	2012	1.26774847870183
PF0704-C	Ghana	Kassena	115.46	1	1	0	0	0	Africa2	NA	NA	NA	NA	Collapsed manually	2012	1
PF0706-C	Ghana	Kassena	146.29	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1
PF0707-C	Ghana	Kassena	123.92	1	1	0	0	0	Africa2	NA	NA	NA	NA	HighSib	2012	1
PF0708-C	Ghana	Kassena	111.48	3	0	0.19	0.72	0.09	Africa2	0.546440427030498	259.786034188034	1009.924	0.358192491432135	Sib	2012	1.77746178457163
PF0710-C	Ghana	Kassena	102.58	3	0	0.23	0.6	0.17	Africa2	0.0236966284715696	4.30175	8.827	0.791774317885929	Unrelated	2012	2.26346763241286
PF0711-C	Ghana	Kassena	113.34	3	0	0.26	0.59	0.14	Africa2	0.350724687653818	224.4806	868.2	0.270661243398104	Sib	2012	2.29726625315874
PF0712-C	Ghana	Kassena	97.7	1	1	0	0	0	Africa2	NA	NA	NA	NA	HighSib	2012	1
PF0715-C	Ghana	Kassena	88.07	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2012	1
PF0718-C	Ghana	Kassena	122.83	2	0.68	0	0.32	0	Africa2	0.167005725191293	157.649454545455	988.21	0.812663597621062	Other	2012	1.77053824362606
PF0720-C	Ghana	Kassena	90.31	2	0.72	0	0.28	0	Africa2	0.0140287092436075	NA	NA	NA	Unrelated	2012	1.67560321715818
PF0722-C	Ghana	Kassena	98.58	1	1	0	0	0	Africa2	NA	NA	NA	NA	Collapsed manually	2012	1
PF0723-C	Ghana	Kassena	110.71	2	0.94	0	0.06	0	Africa2	0.357247679186743	32.7502307692308	131.877	0.29590481884092	Sib	2012	1.12714156898106
PF0724-C	Ghana	Kassena	94.3	3	0	0.33	0.46	0.21	Africa2	0.133188137679118	31.8546470588235	341.986	0.317109598506135	Other	2012	2.74273176083379
PF0725-C	Ghana	Kassena	85.5	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0727-C	Ghana	Kassena	139.38	2	0.79	0	0.21	0	Africa2	0.0741287379995712	2.88725	8.827	0.807026129048379	Unrelated	2013	1.49655791679138
PF0728-C	Ghana	Kassena	169.17	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0729-C	Ghana	Kassena	123.77	1	1	0	0	0	Africa2	NA	NA	NA	NA	HighSib	2013	1
PF0730-C	Ghana	Kassena	117.56	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0731-C	Ghana	Kassena	129.41	3	0	0.14	0.45	0.41	Africa2	0.154530456102404	57.0286363636364	172.42	0.34434290296082	Other	2013	2.56278831368529
PF0732-C	Ghana	Kassena	136.07	2	0.81	0	0.19	0	Africa2	0.0557129179131068	7.764	10.911	0.828609234166944	Unrelated	2013	1.4446691707599
PF0733-C	Ghana	Kassena	140.59	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0734-C	Ghana	Kassena	153.74	2	0.67	0	0.33	0	Africa2	0.021864921734475	NA	NA	NA	Unrelated	2013	1.79275726066691
PF0735-C	Ghana	Kassena	125.89	3	0	0.29	0.57	0.14	Africa2	0.0702464484787594	42.27	151.002	0.574215973000773	Other	2013	2.33317778814746
PF0736-C	Ghana	Kassena	127.71	3	0	0.22	0.65	0.13	Africa2	0.0590234267109723	18.0206	20.21	0.540519331706992	Other	2013	2.050020500205
PF0737-C	Ghana	Kassena	135.16	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0738-C	Ghana	Kassena	98.31	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0739-C	Ghana	Kassena	132.39	3	0	0.32	0.61	0.07	Africa2	0.25053699479424	110.209225	339.823	0.162344223692592	Other	2013	2.08594075928244
PF0740-C	Ghana	Kassena	127.88	3	0	0.28	0.6	0.12	Africa2	0.127773984695768	10.114	27.19	0.318837144003785	Other	2013	2.20848056537102
PF0741-C	Ghana	Kassena	112.49	4	0.04	0.13	0.62	0.21	Africa2	0.416200009924709	NA	NA	NA	NA	2013	2.23713646532438
PF0742-C	Ghana	Kassena	123.15	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0743-C	Ghana	Kassena	7.29	4	0.93	0.02	0.02	0.02	Africa2	0.300661339377178	NA	NA	NA	NA	2013	1.15460108532502
PF0744-C	Ghana	Kassena	109.39	2	0.74	0	0.26	0	Africa2	0.373298908826454	257.381291666667	528.863	0.814732481656924	Sib	2013	1.62548764629389
PF0745-C	Ghana	Kassena	145.26	3	0	0.22	0.59	0.19	Africa2	0.425799643274153	222.744156862745	756.557	0.61227381749855	Sib	2013	2.31160425335183
PF0747-C	Ghana	Kassena	183.57	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0748-C	Ghana	Kassena	118.06	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0749-C	Ghana	Kassena	170.03	2	0.77	0	0.23	0	Africa2	0.0768199769630539	4.8234	7.764	0.772416988582888	Unrelated	2013	1.54846701765252
PF0750-C	Ghana	Kassena	126.05	2	0.6	0	0.4	0	Africa2	0.297124207315103	124.271863636364	281.017	0.774421430049909	Other	2013	1.92307692307692
PF0751-C	Ghana	Kassena	118.04	2	0.74	0	0.26	0	Africa2	0.459694932927085	423.221222222222	822.818	0.834464612437877	Sib	2013	1.62548764629389
PF0752-C	Ghana	Kassena	143.45	3	0	0.04	0.86	0.1	Africa2	0.457079385427355	240.15127	982.328	0.170759152383265	Sib	2013	1.33120340788072
PF0753-C	Ghana	Kassena	59.86	3	0	0.15	0.56	0.28	Africa2	0.383848868023873	311.394370967742	771.139	0.201292897476122	Sib	2013	2.41254523522316
PF0754-C	Ghana	Kassena	122.66	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0755-C	Ghana	Kassena	118.24	2	0.58	0	0.42	0	Africa2	0.481886799776479	322.43376	610.767	0.843673646694587	Sib	2013	1.95007800312013
PF0756-C	Ghana	Kassena	143.95	2	0.63	0	0.37	0	Africa2	0.634671407011014	360.099066666667	880.259	0.823290550667553	Sib	2013	1.87336080929187
PF0757-C	Ghana	Kassena	176.05	4	0.27	0.54	0.13	0.06	Africa2	0.422943206466885	NA	NA	NA	NA	2013	2.5974025974026
PF0758-C	Ghana	Kassena	85.65	3	0	0.24	0.61	0.16	Africa2	0.35433354684499	350.421945454545	752.65	0.545062471803915	Sib	2013	2.19635405227323
PF0759-C	Ghana	Kassena	145.1	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0760-C	Ghana	Kassena	136.65	2	0.69	0	0.31	0	Africa2	0.478586143127228	370.241956521739	672.952	0.864252209910909	Sib	2013	1.74764068507515
PF0761-C	Ghana	Kassena	133.95	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0762-C	Ghana	Kassena	45.65	3	0	0.19	0.61	0.19	Africa2	0.146876673702909	17.07345	42.265	0.176703797744912	Other	2013	2.25073148773351
PF0763-C	Ghana	Kassena	116.17	1	0.01	0.01	0.98	0.01	Africa2	NA	NA	NA	NA	NA	2013	1.04090767148954
PF0764-C	Ghana	Kassena	114.49	2	0.91	0	0.09	0	Africa2	0.295180399673933	24.1259230769231	68.544	0.454086658638693	Other	2013	1.19588615163836
PF0765-C	Ghana	Kassena	129.37	2	0.54	0	0.46	0	Africa2	0.291185252787654	216.909882352941	289.24	0.800642850202031	Other	2013	1.9872813990461
PF0766-C	Ghana	Kassena	120.06	3	0	0.19	0.61	0.2	Africa2	0.357462418160874	204.863585106383	522.256	0.175000702341036	Sib	2013	2.23114680946006
PF0767-C	Ghana	Kassena	129.39	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0768-C	Ghana	Kassena	140.86	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0769-C	Ghana	Kassena	148.03	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0771-C	Ghana	Kassena	153.21	2	0.76	0	0.24	0	Africa2	0.491122207463244	447.463157894737	1123.074	0.853406103276447	Sib	2013	1.57430730478589
PF0772-C	Ghana	Kassena	127.52	3	0	0.05	0.86	0.09	Africa2	0.542154200775764	266.253684210526	799.094	0.261410232363804	Sib	2013	1.33297787256732
PF0773-C	Ghana	Kassena	131.18	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0775-C	Ghana	Kassena	87.81	3	0	0.21	0.63	0.16	Africa2	0.0746396635017795	9.18007692307692	64.716	0.504390127156065	Other	2013	2.14316330904415
PF0776-C	Ghana	Kassena	35.31	2	0.55	0	0.45	0	Africa2	0.301236796516694	208.409117647059	350.808	0.774658548768504	Sib	2013	1.98019801980198
PF0777-C	Ghana	Kassena	100.2	3	0	0.15	0.7	0.15	Africa2	0.383092651074047	204.074635514019	557.093	0.248317236675492	Sib	2013	1.86915887850467
PF0778-C	Ghana	Kassena	146.02	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0780-C	Ghana	Kassena	81.53	1	1	0	0	0	Africa2	NA	NA	NA	NA	Collapsed manually	2013	1
PF0781-C	Ghana	Kassena	112.77	3	0	0.23	0.64	0.13	Africa2	0.415455795011703	261.580448275862	846.832	0.526628155887754	Other	2013	2.08594075928244
PF0782-C	Ghana	Kassena	58.52	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0783-C	Ghana	Kassena	42.02	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0784-C	Ghana	Kassena	21.84	2	0.01	0.19	0.79	0.01	Africa2	0.478796391980007	180.693043478261	633.704	0.00822177603156449	Other	2013	1.51423379769836
PF0785-C	Ghana	Kassena	76.51	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0786-C	Ghana	Kassena	156.74	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0787-C	Ghana	Kassena	124.19	4	0.05	0.2	0.65	0.11	Africa2	0.65978570287939	NA	NA	NA	NA	2013	2.09599664640537
PF0789-C	Ghana	Kassena	125.7	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0790-C	Ghana	Kassena	123.92	3	0	0.17	0.58	0.24	Africa2	0.20148736406973	190.211904761905	962.653	0.534683853066745	Other	2013	2.36462520690471
PF0791-C	Ghana	Kassena	124.89	2	0.54	0	0.46	0	Africa2	0.116125499354091	72.0926666666667	434.835	0.774574644203346	Other	2013	1.9872813990461
PF0792-C	Ghana	Kassena	20.04	2	0.68	0	0.32	0	Africa2	0.0546795446816709	28.504	28.504	0.830443148664868	Unrelated	2013	1.77053824362606
PF0793-C	Ghana	Kassena	143.81	3	0	0.37	0.49	0.14	Africa2	0.189860446503392	149.182022727273	840.497	0.465492402589131	Other	2013	2.52143217347453
PF0796-C	Ghana	Kassena	107.05	3	0	0.17	0.51	0.32	Africa2	0.0510747805806784	3.6676	19.217	0.611137516629272	Other	2013	2.55493101686254
PF0798-C	Ghana	Kassena	109.49	2	0.86	0	0.14	0	Africa2	0.815518923926065	666.241777777778	1005.994	0.894569134714835	HighSib	2013	1.31717597471022
PF0799-C	Ghana	Kassena	122.74	2	0.64	0	0.36	0	Africa2	0.0737238702630154	3.7558	10.911	0.804325778402736	Unrelated	2013	1.85459940652819
PF0800-C	Ghana	Kassena	143.97	3	0	0.31	0.49	0.2	Africa2	0.0509259259619664	8.27754545454545	28.504	0.650222259074955	Other	2013	2.6581605528974
PF0801-C	Ghana	Kassena	149.67	4	0.05	0.2	0.59	0.17	Africa2	0.459902215960763	NA	NA	NA	NA	2013	2.38379022646007
PF0802-C	Ghana	Kassena	132.96	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0803-C	Ghana	Kassena	133.72	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0804-C	Ghana	Kassena	113.27	3	0	0.05	0.84	0.11	Africa2	0.310145987574414	151.29228	602.984	0.0563752861027983	Other	2013	1.38850319355735
PF0805-C	Ghana	Kassena	105.55	4	0.06	0.07	0.72	0.14	Africa2	0.34753922402951	NA	NA	NA	NA	2013	1.82982616651418
PF0806-C	Ghana	Kassena	146.49	3	0	0.3	0.56	0.13	Africa2	0.172983046428057	144.045653846154	427.429	0.334762111439997	Other	2013	2.37812128418549
PF0807-C	Ghana	Kassena	170.56	3	0.35	0.61	0.04	0	Africa2	0.40792999492929	199.533460784314	590.73	0.211852922270351	Other	2013	2.01531640467553
PF0808-C	Ghana	Kassena	27.64	2	0.71	0	0.29	0	Africa2	0.02486123743036	NA	NA	NA	Unrelated	2013	1.70010200612037
PF0809-C	Ghana	Kassena	120.74	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0811-C	Ghana	Kassena	123.54	1	1	0	0	0	Africa2	NA	NA	NA	NA	HighSib	2013	1
PF0812-C	Ghana	Kassena	13.8	2	0.69	0	0	0.31	Africa2	0.0437216669421524	NA	NA	NA	Unrelated	2013	1.74764068507515
PF0814-C	Ghana	Kassena	134.2	3	0	0.05	0.87	0.08	Africa2	0.400989642507817	220.499385416667	742.299	0.0965264990632345	Other	2013	1.30582397492818
PF0815-C	Ghana	Kassena	131.48	2	0.57	0	0.43	0	Africa2	0.120406092378016	120.217857142857	548.042	0.828041123120005	Other	2013	1.96155355041193
PF0816-C	Ghana	Kassena	158.63	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0817-C	Ghana	Kassena	167.87	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0818-C	Ghana	Kassena	116.55	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0819-C	Ghana	Kassena	131.62	4	0.16	0.16	0.42	0.27	Africa2	0.0583046330420965	NA	NA	NA	NA	2013	3.32778702163062
PF0820-C	Ghana	Kassena	163.3	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0821-C	Ghana	Kassena	120.06	3	0	0.14	0.77	0.09	Africa2	0.430624035017086	399.488980769231	988.421	0.454813908267932	Sib	2013	1.61134386077989
PF0822-C	Ghana	Kassena	144.7	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PF0823-C	Ghana	Kassena	126.24	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2013	1
PM0001-C	Mali	Kolle	69.17	3	0.01	0.13	0.56	0.3	Africa3	0.627319338406386	177.937382857143	804.556	0.393061805252254	Sib	2007	2.377555872563
PM0002-C	Mali	Kolle	21.98	2	0.66	0	0	0.34	Africa3	0.491661909324967	95.4093333333333	205.755	0.443166246215504	Sib	2007	1.81422351233672
PM0003-C	Mali	Kolle	57.38	2	0.61	0	0.39	0	Africa3	0.739920971630694	217.826730769231	706.978	0.787521838003447	HighSib	2007	1.90766882869134
PM0004-C	Mali	Kolle	22.52	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0005-C	Mali	Kolle	38.59	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0006-C	Mali	Kolle	199.33	3	0	0.28	0.62	0.1	Africa3	0.328001912947114	123.997509803922	402.17	0.206184776814721	Other	2007	2.11505922165821
PM0007-C	Mali	Kolle	60.96	2	0.91	0	0	0.08	Africa3	0.61263225974239	121.497041666667	408.747	0.279022071236382	Sib	2007	1.1983223487118
PM0008-C	Mali	Faladje	76.49	2	0.66	0	0	0.34	Africa3	0.730566976143343	242.841594594595	569.445	0.658623713534893	HighSib	2007	1.81422351233672
PM0009-C	Mali	Faladje	126.36	3	0	0.11	0.67	0.21	Africa3	0.655798880967645	149.297423469388	556.394	0.411143054045162	Sib	2007	1.97980597901406
PM0014-C	Mali	Faladje	94.34	2	0.82	0	0.18	0	Africa3	0.359387609525767	41.7743888888889	113.175	0.52911550158316	Sib	2007	1.41884222474461
PM0015-C	Mali	Faladje	23.89	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0017-C	Mali	Faladje	97.49	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0018-C	Mali	Faladje	21.65	3	0.01	0.24	0.74	0.02	Africa3	0.338574557755626	NA	NA	NA	NA	2007	1.65098233448902
PM0019-C	Mali	Faladje	28.27	2	0.53	0.01	0.01	0.45	Africa3	0.739232004863564	328.015538461538	691.72	0.456590195240312	HighSib	2007	2.06782464846981
PM0020-C	Mali	Faladje	95.72	1	1	0	0	0	Africa3	NA	NA	NA	NA	HighSib	2007	1
PM0021-C	Mali	Faladje	43.13	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0022-C	Mali	Faladje	51.38	1	0.98	0.01	0	0.01	Africa3	NA	NA	NA	NA	NA	2007	1.04101603164689
PM0023-C	Mali	Faladje	29.19	1	0.98	0.01	0.01	0.01	Africa3	NA	NA	NA	NA	NA	2007	1.04090767148954
PM0024-C	Mali	Faladje	27.15	2	0.57	0	0	0.43	Africa3	0.348885815013429	27.434	42.381	0.303313094287499	Sib	2007	1.96155355041193
PM0025-C	Mali	Faladje	32.65	1	0.99	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1.02030405060708
PM0026-C	Mali	Faladje	22.62	4	0.95	0.02	0.02	0.02	Africa3	0.266205652946	NA	NA	NA	NA	2007	1.10656191213898
PM0029-C	Mali	Kolle	41.82	1	0.99	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1.02030405060708
PM0033-C	Mali	Kolle	43.56	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0034-C	Mali	Kolle	64.6	2	0.71	0	0.29	0	Africa3	0.240767821902282	56.6686666666667	148.27	0.41908941107298	Other	2007	1.70010200612037
PM0036-C	Mali	Kolle	65.26	2	0.61	0	0.39	0	Africa3	0.263415309982408	15.279	38.141	0.45941764465312	Other	2007	1.90766882869134
PM0037-C	Mali	Kolle	33.64	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0038-C	Mali	Kolle	68.53	2	0.7	0	0.3	0	Africa3	0.0923338726367754	3.77733333333333	11.059	0.738808327204469	Unrelated	2007	1.72413793103448
PM0039-C	Mali	Kolle	30.05	2	0.92	0.01	0.01	0.07	Africa3	0.805330054202014	354.844851851852	1319.354	0.464863965405752	HighSib	2007	1.17439812096301
PM0040-C	Mali	Kolle	68.4	2	0.66	0	0.34	0	Africa3	0.72533259724283	193.966920634921	604.999	0.71950764511455	HighSib	2007	1.81422351233672
PM0041-C	Mali	Kolle	33.62	2	0.28	0	0.72	0	Africa3	0.365228935819242	96.7095555555556	328.973	0.188260007603423	Sib	2007	1.67560321715818
PM0042-C	Mali	Kolle	170.23	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0043-C	Mali	Kolle	24.03	2	0.7	0	0	0.3	Africa3	0.320722885573723	43.6436	71.434	0.276131306418912	Sib	2007	1.72413793103448
PM0047-C	Mali	Kolle	98.41	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0048-C	Mali	Kolle	175.6	1	1	0	0	0	Africa3	NA	NA	NA	NA	HighSib	2007	1
PM0049-C	Mali	Kolle	215.74	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0051-C	Mali	Kolle	25.72	3	0.64	0	0.1	0.27	Africa3	0.3633456042917	244.062605263158	746.908	0.0812276428842549	Other	2007	2.03045685279188
PM0054-C	Mali	Kolle	35.99	2	0.65	0	0.35	0	Africa3	0.0282489234382486	NA	NA	NA	Unrelated	2007	1.8348623853211
PM0058-C	Mali	Kolle	23.12	1	0.98	0.01	0.01	0.01	Africa3	NA	NA	NA	NA	NA	2007	1.04090767148954
PM0060-C	Mali	Kolle	11.14	2	0.7	0.29	0	0	Africa3	0.723963675525994	368.89424137931	944.563	0.554535767377205	HighSib	2007	1.74185681936945
PM0062-C	Mali	Kolle	148.11	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0063-C	Mali	Kolle	17.1	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
PM0064-C	Mali	Kolle	131.18	2	0.91	0	0.09	0	Africa3	0.189607428355572	3.72025	11.059	0.566971797667688	Other	2007	1.19588615163836
PM0068-C	Mali	Kolle	16.64	1	0.99	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1.02030405060708
PM0070-C	Mali	Kolle	6.56	4	0.7	0.02	0.02	0.26	Africa3	0.328695879347124	NA	NA	NA	NA	2007	1.79083094555874
PM0071-C	Mali	Kolle	137.99	1	1	0	0	0	Africa3	NA	NA	NA	NA	NA	2007	1
