ID	Population	Site	Depth	Est_K	P1	P2	P3	P4	group	relatedness	mean_IBD_length.kb	N50_IBD_Length.kb	Mean_IBD_goodness	cluster	year	eff_k
PH0759-C	North_Cambodia	Preah Vihear	14.44	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0760-C	North_Cambodia	Preah Vihear	40.84	2	0.66	0	0.34	0	Asia2	0.757067366647124	503.364290322581	688.97	0.964794581491693	HighSib	2011	1.81422351233672
PH0761-C	North_Cambodia	Preah Vihear	60.22	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0762-Cx	North_Cambodia	Preah Vihear	229.7	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0763-C	North_Cambodia	Preah Vihear	43.16	4	0.02	0.31	0.54	0.13	Asia2	0.515327112064657	NA	NA	NA	NA	2011	2.46913580246914
PH0764-C	North_Cambodia	Ratanakiri	9.35	1	0.97	0.01	0.01	0.01	Asia2	NA	NA	NA	NA	NA	2011	1.06247343816405
PH0765-C	North_Cambodia	Ratanakiri	11.52	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0766-Cx	North_Cambodia	Ratanakiri	248.81	4	0.06	0.21	0.62	0.11	Asia2	0.528838913858241	NA	NA	NA	NA	2011	2.25123818099955
PH0767-C	North_Cambodia	Ratanakiri	10.02	4	0.02	0.27	0.69	0.02	Asia2	0.38172025221185	NA	NA	NA	NA	2011	1.81884321571481
PH0768-C	North_Cambodia	Ratanakiri	14.82	3	0	0.31	0.54	0.15	Asia2	0.496763801291954	186.736625	484.268	0.483383724436145	Sib	2011	2.43783520234032
PH0769-C	North_Cambodia	Ratanakiri	22.08	3	0	0.22	0.68	0.1	Asia2	0.63063558280745	244.112815789474	591.161	0.638607075251159	Sib	2011	1.92012288786482
PH0770-C	North_Cambodia	Ratanakiri	13.22	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0772-C	North_Cambodia	Ratanakiri	30.38	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0773-Cx	North_Cambodia	Ratanakiri	63.99	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0774-C	North_Cambodia	Ratanakiri	18.71	2	0.59	0.41	0	0	Asia2	0.780414756056178	538.214620689655	864.959	0.95654983812696	HighSib	2011	1.93723363037582
PH0775-Cx	North_Cambodia	Ratanakiri	162.98	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0776-C	North_Cambodia	Ratanakiri	15.54	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0777-C	North_Cambodia	Ratanakiri	12.36	3	0	0.34	0.58	0.07	Asia2	0.379511789547873	146.362298387097	596.841	0.109131133259937	Sib	2011	2.18866272707376
PH0778-C	North_Cambodia	Ratanakiri	58.66	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0779-Cx	North_Cambodia	Ratanakiri	92.08	2	0.8	0	0.2	0	Asia2	0.658593219333802	389.66103125	862.54	0.948920046211467	Sib	2011	1.47058823529412
PH0780-C	North_Cambodia	Ratanakiri	21.33	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0782-C	North_Cambodia	Ratanakiri	16.69	3	0.59	0.01	0.06	0.34	Asia2	0.580615992413805	187.252372222222	538.352	0.397430358088882	Sib	2011	2.13949507916132
PH0783-C	North_Cambodia	Ratanakiri	14.74	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0784-C	North_Cambodia	Ratanakiri	35.88	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0785-Cx	North_Cambodia	Ratanakiri	63.33	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0786-Cx	North_Cambodia	Ratanakiri	48.4	3	0	0.18	0.74	0.07	Asia2	0.784586430805627	310.321390070922	679.337	0.697825756053954	HighSib	2011	1.7096939647803
PH0788-C	North_Cambodia	Ratanakiri	25.2	1	1	0	0	0	Asia2	NA	NA	NA	NA	HighSib	2011	1
PH0789-C	North_Cambodia	Ratanakiri	20.57	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0790-C	North_Cambodia	Ratanakiri	16.81	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0793-C	North_Cambodia	Ratanakiri	9.52	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0794-C	North_Cambodia	Ratanakiri	88.57	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0795-C	North_Cambodia	Ratanakiri	25.9	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0797-C	North_Cambodia	Ratanakiri	53.11	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0800-C	North_Cambodia	Ratanakiri	26.49	2	0.52	0	0.48	0	Asia2	0.0455972925236867	NA	NA	NA	Unrelated	2011	1.99680511182109
PH0801-C	North_Cambodia	Ratanakiri	16.32	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0802-C	North_Cambodia	Ratanakiri	48.78	4	0.03	0.27	0.56	0.14	Asia2	0.665719148198183	NA	NA	NA	NA	2011	2.45700245700246
PH0805-C	North_Cambodia	Ratanakiri	10.15	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0807-C	North_Cambodia	Ratanakiri	10.96	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0810-C	North_Cambodia	Ratanakiri	15.75	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0811-C	North_Cambodia	Ratanakiri	15.34	2	0.5	0	0.5	0	Asia2	0.635564992356529	391.039846153846	642.363	0.926051935546447	Sib	2011	2
PH0813-C	North_Cambodia	Ratanakiri	15.41	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PH0814-Cx	North_Cambodia	Ratanakiri	11.41	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0815-C	North_Cambodia	Ratanakiri	52.44	3	0	0.15	0.73	0.12	Asia2	0.365223648152489	185.311271929825	972.205	0.427886781473019	Sib	2011	1.75500175500176
PH0816-Cx	North_Cambodia	Ratanakiri	8.47	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PH0865-C	North_Cambodia	Preah Vihear	34.46	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0866-C	North_Cambodia	Preah Vihear	91.2	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0868-Cx	North_Cambodia	Preah Vihear	15.84	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0870-C	North_Cambodia	Preah Vihear	19.28	1	0.98	0.01	0.01	0.01	Asia2	NA	NA	NA	NA	NA	2012	1.04090767148954
PH0871-C	North_Cambodia	Preah Vihear	58.66	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0872-C	North_Cambodia	Preah Vihear	61.78	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0873-Cx	North_Cambodia	Preah Vihear	9.11	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0874-Cx	North_Cambodia	Preah Vihear	15.08	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0875-C	North_Cambodia	Preah Vihear	16.75	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0876-C	North_Cambodia	Preah Vihear	53.79	2	0.93	0	0.07	0	Asia2	0.189265483066337	22.92315	76.421	0.674387727951911	Other	2012	1.14968958381237
PH0877-C	North_Cambodia	Ratanakiri	55.59	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0878-C	North_Cambodia	Ratanakiri	57.49	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0879-C	North_Cambodia	Ratanakiri	108.58	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0880-C	North_Cambodia	Ratanakiri	65.35	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0882-C	North_Cambodia	Ratanakiri	55.57	3	0.24	0.08	0	0.68	Asia2	0.581576369266157	228.109825174825	533.676	0.723738817913585	Sib	2012	1.89969604863222
PH0885-Cx	North_Cambodia	Ratanakiri	14.34	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0921-C	North_Cambodia	Preah Vihear	8.52	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0923-Cx	North_Cambodia	Preah Vihear	17.01	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0924-C	North_Cambodia	Preah Vihear	25.48	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0925-C	North_Cambodia	Preah Vihear	89.87	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0926-C	North_Cambodia	Preah Vihear	30.2	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0927-C	North_Cambodia	Preah Vihear	70.03	1	1	0	0	0	Asia2	NA	NA	NA	NA	HighSib	2012	1
PH0928-C	North_Cambodia	Preah Vihear	69.03	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0929-C	North_Cambodia	Preah Vihear	18.32	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0930-Cx	North_Cambodia	Preah Vihear	12.66	1	1	0	0	0	Asia2	NA	NA	NA	NA	Collapsed manually	2012	1
PH0931-C	North_Cambodia	Preah Vihear	95.21	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0932-C	North_Cambodia	Preah Vihear	29.06	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0933-C	North_Cambodia	Ratanakiri	75.82	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0935-C	North_Cambodia	Ratanakiri	109.68	2	0.92	0	0.08	0	Asia2	0.218059955870929	41.806724137931	161.756	0.740109394135248	Other	2012	1.17260787992495
PH0936-C	North_Cambodia	Ratanakiri	23.86	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0937-C	North_Cambodia	Ratanakiri	20.28	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0938-C	North_Cambodia	Ratanakiri	14.2	2	0.65	0	0.35	0	Asia2	0.0390715084843682	NA	NA	NA	Unrelated	2012	1.8348623853211
PH0939-C	North_Cambodia	Ratanakiri	19.35	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0940-Cx	North_Cambodia	Ratanakiri	12.35	3	0	0.27	0.61	0.12	Asia2	0.361004745552797	197.324382022472	917.444	0.0918662451804884	Sib	2012	2.1767522855899
PH0941-C	North_Cambodia	Ratanakiri	14.81	3	0	0.31	0.46	0.22	Asia2	0.377641098291226	203.076560747664	665.366	0.292942026397815	Sib	2012	2.808199943836
PH0942-Cx	North_Cambodia	Ratanakiri	9.82	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0976-C	North_Cambodia	Preah Vihear	17.55	1	0.98	0.01	0.01	0.01	Asia2	NA	NA	NA	NA	NA	2012	1.04090767148954
PH0979-C	North_Cambodia	Preah Vihear	143.95	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0980-C	North_Cambodia	Preah Vihear	16.45	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0981-C	North_Cambodia	Preah Vihear	12.58	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1.02030405060708
PH0982-C	North_Cambodia	Preah Vihear	24.85	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0983-C	North_Cambodia	Preah Vihear	27.36	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0984-C	North_Cambodia	Preah Vihear	105.58	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH0985-C	North_Cambodia	Preah Vihear	101.66	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PH1007-C	North_Cambodia	Preah Vihear	9.07	2	0.67	0.33	0	0	Asia2	0.561355902648975	305.28121875	1008.481	0.870054065382119	Sib	2012	1.79275726066691
PV0243-Cx2	Vietnam	Phuoc Long	52.68	1	1	0	0	0	Asia2	NA	NA	NA	NA	HighSib	2011	1
PV0244-C	Vietnam	Phuoc Long	14.5	3	0	0.29	0.57	0.14	Asia2	0.72888721105705	307.625578947368	984.77	0.749732171877268	HighSib	2011	2.33317778814746
PV0245-Cx2	Vietnam	Phuoc Long	121.74	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0246-C	Vietnam	Bu Gia Map	33.36	1	1	0	0	0	Asia2	NA	NA	NA	NA	HighSib	2011	1
PV0247-Cx2	Vietnam	Phuoc Long	130.88	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0248-C	Vietnam	Bu Gia Map	148.92	4	0.07	0.16	0.56	0.2	Asia2	0.504219034811746	NA	NA	NA	NA	2011	2.60348867482426
PV0249-Cx	Vietnam	Phuoc Long	87.85	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0250-C	Vietnam	Bu Gia Map	55.05	2	0.74	0	0.26	0	Asia2	0.465695647610368	233.592305555556	437.357	0.926304953805209	Sib	2011	1.62548764629389
PV0251-C	Vietnam	Bu Gia Map	20.52	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0252-C	Vietnam	Phuoc Long	173.97	4	0.06	0.09	0.74	0.12	Asia2	0.438438184774605	NA	NA	NA	NA	2011	1.74307129161583
PV0254-C	Vietnam	Bu Gia Map	72.42	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0256-C	Vietnam	Bu Gia Map	63.52	2	0.53	0	0.47	0	Asia2	0.442487312046779	323.36452173913	557.728	0.954311195834778	Sib	2011	1.99282582702272
PV0257-C	Vietnam	Bu Gia Map	46.99	3	0	0.3	0.52	0.19	Asia2	0.49595118976588	183.946443037975	453.534	0.781326919726615	Sib	2011	2.52206809583859
PV0258-C	Vietnam	Bu Gia Map	33.89	2	0.88	0.01	0.01	0.1	Asia2	0.725558245453634	283.923133858268	751.781	0.446773210146702	HighSib	2011	1.2745347947999
PV0259-C	Vietnam	Phuoc Long	53.8	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0261-C	Vietnam	Bu Gia Map	55	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0262-C	Vietnam	Bu Gia Map	38.93	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0263-C	Vietnam	Bu Gia Map	78.34	3	0	0.11	0.84	0.05	Asia2	0.435221084038585	198.541649122807	662.461	0.356183198598128	Sib	2011	1.38850319355735
PV0264-C	Vietnam	Phuoc Long	60.53	3	0.54	0	0.16	0.29	Asia2	0.316010282216119	241.47825	754.715	0.791419878340907	Sib	2011	2.4919013207077
PV0265-C	Vietnam	Bu Gia Map	27.74	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0266-C	Vietnam	Bu Gia Map	62.81	1	0.98	0.01	0	0.01	Asia2	NA	NA	NA	NA	NA	2011	1.04101603164689
PV0267-C	Vietnam	Bu Gia Map	68.61	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PV0268-C	Vietnam	Bu Gia Map	51.42	3	0	0.25	0.57	0.18	Asia2	0.12560112899738	66.2718	361.906	0.609958317478061	Other	2011	2.38208670795617
PV0269-C	Vietnam	Bu Gia Map	56.34	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0270-C	Vietnam	Bu Gia Map	43.94	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PV0271-C	Vietnam	Bu Gia Map	52.63	3	0	0.19	0.68	0.13	Asia2	0.87164453373239	494.776453488372	946.933	0.884090653651738	HighSib	2011	1.94024058983314
PV0272-C	Vietnam	Bu Gia Map	56.65	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0273-C	Vietnam	Bu Gia Map	49.14	3	0	0.23	0.62	0.15	Asia2	0.732102596732127	341.115713043478	684.104	0.847940945831912	HighSib	2011	2.17485863418878
PV0274-C	Vietnam	Bu Dang	94.02	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0276-C	Vietnam	Phuoc Long	76.87	2	0.92	0	0.08	0	Asia2	0.172064321123662	21.72875	196.089	0.681963545260086	Other	2011	1.17260787992495
PV0277-C	Vietnam	Bu Gia Map	61.04	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0278-C	Vietnam	Bu Gia Map	49.92	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PV0279-C	Vietnam	Bu Gia Map	91.65	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0280-C	Vietnam	Bu Gia Map	32.65	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0281-C	Vietnam	Bu Gia Map	93.33	3	0.01	0.08	0.78	0.13	Asia2	0.438480983580993	221.767605769231	746.024	0.476802072889987	Sib	2011	1.58277936055714
PV0282-C	Vietnam	Bu Gia Map	32.07	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0283-C	Vietnam	Bu Gia Map	51.34	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0284-C	Vietnam	Phuoc Long	39.43	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0285-C	Vietnam	Phuoc Long	52.59	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0286-C	Vietnam	Phuoc Long	20.6	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PV0287-C	Vietnam	Phuoc Long	40.74	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0288-C	Vietnam	Phuoc Long	25.56	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0289-C	Vietnam	Bu Gia Map	77.93	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PV0290-C	Vietnam	Phuoc Long	98.37	2	0.94	0	0.06	0	Asia2	0.184295863481706	33.7443529411765	90.578	0.677227722101714	Other	2011	1.12714156898106
PV0291-C	Vietnam	Bu Gia Map	54.55	2	0.01	0.1	0.87	0.01	Asia2	0.549683739696028	154.276245989305	641.32	0.207012713467065	Sib	2011	1.30361100247686
PV0292-C	Vietnam	Bu Gia Map	57.84	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0293-C	Vietnam	Bu Gia Map	58.38	2	0.54	0	0.46	0	Asia2	0.0323592258589561	NA	NA	NA	Unrelated	2011	1.9872813990461
PV0294-C	Vietnam	Bu Gia Map	92.41	2	0.6	0	0.4	0	Asia2	0.031482240436434	NA	NA	NA	Unrelated	2011	1.92307692307692
PV0295-C	Vietnam	Bu Gia Map	37.84	1	0.97	0.01	0.01	0.01	Asia2	0.287379460672464	NA	NA	NA	NA	2011	1.06247343816405
PV0296-C	Vietnam	Bu Gia Map	39.88	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0297-C	Vietnam	Phuoc Long	36.04	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PV0298-C	Vietnam	Bu Gia Map	64.63	1	1	0	0	0	Asia2	NA	NA	NA	NA	HighSib	2011	1
PV0299-C	Vietnam	Bu Gia Map	117.56	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0300-C	Vietnam	Phuoc Long	45.15	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1.02030405060708
PV0301-C	Vietnam	Bu Gia Map	140.64	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0302-C	Vietnam	Bu Gia Map	47.65	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0303-C	Vietnam	Bu Gia Map	75.2	3	0	0.03	0.86	0.11	Asia2	0.394805960488857	128.890813253012	522.222	0.245276402705276	Sib	2011	1.32872707945788
PV0304-C	Vietnam	Bu Gia Map	138.8	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0305-C	Vietnam	Bu Gia Map	82.5	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0306-C	Vietnam	Phuoc Long	70.69	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0308-Cx	Vietnam	Phuoc Long	81.96	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0309-C	Vietnam	Bu Gia Map	95.95	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0310-C	Vietnam	Bu Gia Map	157.67	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0311-C	Vietnam	Bu Gia Map	132.75	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0312-C	Vietnam	Bu Gia Map	141.89	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0313-C	Vietnam	Bu Gia Map	137.46	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0314-C	Vietnam	Bu Gia Map	145.84	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0315-Cx	Vietnam	Phuoc Long	104.42	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0317-C	Vietnam	Bu Gia Map	55.5	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0318-C	Vietnam	Bu Gia Map	129.41	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0319-C	Vietnam	Bu Gia Map	67.84	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0320-C	Vietnam	Bu Gia Map	123.01	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0321-C	Vietnam	Bu Gia Map	95.5	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1.02030405060708
PV0322-C	Vietnam	Bu Gia Map	104.97	1	0.99	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1.02030405060708
PV0323-C	Vietnam	Bu Gia Map	130.73	3	0	0.18	0.74	0.08	Asia2	0.395958714829088	218.947469879518	911.225	0.84517204290897	Sib	2012	1.70532060027285
PV0324-C	Vietnam	Bu Gia Map	150.44	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0325-C	Vietnam	Bu Gia Map	127.21	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0326-C	Vietnam	Bu Gia Map	183.44	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0328-C	Vietnam	Bu Gia Map	121.34	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0329-C	Vietnam	Bu Gia Map	51.87	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0330-C	Vietnam	Bu Gia Map	93.16	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0331-Cx	Vietnam	Phuoc Long	88.34	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0333-C	Vietnam	Phuoc Long	123.07	1	0.99	0	0	0.01	Asia2	NA	NA	NA	NA	NA	2012	1.020199959192
PV0335-C	Vietnam	Bu Gia Map	70.94	2	0.63	0	0.37	0	Asia2	0.817107190958643	416.827432432432	696.979	0.958780884105474	HighSib	2012	1.87336080929187
PV0336-C	Vietnam	Bu Gia Map	114.04	2	0.66	0	0.34	0	Asia2	0.808147757501659	389.108384615385	665.424	0.956796915583692	HighSib	2012	1.81422351233672
PV0337-C	Vietnam	Phuoc Long	50.43	2	0.65	0	0.35	0	Asia2	0.0550733586686996	8.07257142857143	13.748	0.905304889380215	Unrelated	2011	1.8348623853211
PV0338-C	Vietnam	Phuoc Long	91.84	3	0	0.13	0.78	0.08	Asia2	0.356630939618759	264.776044776119	967.005	0.731109624803959	Sib	2011	1.58302991926547
PV0339-C	Vietnam	Phuoc Long	55.95	2	0.86	0	0	0.14	Asia2	0.769383703905662	514.728263157895	1043.784	0.946010734438239	HighSib	2011	1.31717597471022
PV0340-C	Vietnam	Phuoc Long	52.53	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0343-C	Vietnam	Phuoc Long	92.34	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0344-C	Vietnam	Phuoc Long	20.14	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0345-C	Vietnam	Phuoc Long	70.47	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
PV0347-C	Vietnam	Phuoc Long	111.78	1	1	0	0	0	Asia2	NA	NA	NA	NA	HighSib	2011	1
PV0355-C	Vietnam	Phuoc Long	117.76	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2012	1
PV0358-C	Vietnam	Phuoc Long	99.1	2	0.63	0	0.37	0	Asia2	0.817438419019461	393.283666666667	728.235	0.956291473419801	HighSib	2012	1.87336080929187
QE0392-C	Laos	Attapeu	88.35	2	0.69	0	0	0.31	Asia2	0.910005686222258	608.146107142857	1064.539	0.968466098634477	HighSib	2011	1.74764068507515
QE0393-Cx	Laos	Attapeu	139.57	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
QE0395-C	Laos	Attapeu	73.51	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
QE0396-C	Laos	Attapeu	92.04	3	0	0.36	0.51	0.13	Asia2	0.295779758930791	199.070638554217	550.365	0.678063710284709	Other	2011	2.45941957697983
QE0397-C	Laos	Attapeu	30.58	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
QE0398-C	Laos	Attapeu	55.58	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
QE0399-C	Laos	Attapeu	54.35	1	0.97	0.01	0.01	0.01	Asia2	NA	NA	NA	NA	NA	2011	1.06247343816405
QE0400-C	Laos	Attapeu	79.71	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
QE0401-C	Laos	Attapeu	73.78	1	1	0	0.01	0.01	Asia2	NA	NA	NA	NA	HighSib	2011	0.999800039992002
QE0402-C	Laos	Attapeu	86.77	3	0	0.27	0.58	0.15	Asia2	0.41354319139448	307.69097260274	654.979	0.909507346598475	Sib	2011	2.31588698471515
QE0403-Cx	Laos	Attapeu	105.06	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
QE0404-C	Laos	Attapeu	141.84	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
QE0405-Cx	Laos	Attapeu	100.85	1	1	0	0	0	Asia2	NA	NA	NA	NA	NA	2011	1
QE0407-C	Laos	Attapeu	20.95	2	0.54	0	0.46	0	Asia2	0.253662656129998	214.477333333333	368.546	0.929716079962297	Other	2011	1.9872813990461
QE0408-C	Laos	Attapeu	99.37	3	0.79	0	0.07	0.14	Asia2	0.407778730661659	173.262345864662	606.161	0.684258092140713	Sib	2011	1.54178230033919
