strain	isolate	slot	coi	proportion	mean_coverage	ref_calls	nref_calls	zscore	clonal_nref_mean	clonal_nref_sd	country	site	discarded
PF0268-C.h1	PF0268-C	1	3	0.92	9.99	504339	4267	-3.169569076	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0268-C.h2	PF0268-C	2	3	0.05	9.99	501291	7315	18.11335	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0268-C.h4	PF0268-C	4	3	0.02	9.99	500214	8392	25.63359404	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0269-C.h1	PF0269-C	1	1	1	584.59	503746	4860	0.971103828	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0270-C.h1	PF0270-C	1	2	0.66	96.69	503943	4663	-0.404465416	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0270-C.h3	PF0270-C	3	2	0.34	96.69	504198	4408	-2.185024591	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0272-C.h1	PF0272-C	1	2	0.69	189.71	503909	4697	-0.167057527	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0272-C.h3	PF0272-C	3	2	0.31	189.71	504140	4466	-1.780034661	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0274-C.h1	PF0274-C	1	2	0.69	135.62	503991	4615	-0.739629496	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0274-C.h3	PF0274-C	3	2	0.31	135.62	504366	4240	-3.358098871	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0275-C.h1	PF0275-C	1	2	0.8	16.08	504122	4484	-1.654348131	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0275-C.h3	PF0275-C	3	2	0.2	16.08	504632	3974	-5.21546648	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0276-C.h1	PF0276-C	1	2	0.98	73.66	503816	4790	0.482322878	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0276-C.h4	PF0276-C	4	2	0.02	73.66	503186	5420	4.881351427	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0277-C.h1	PF0277-C	1	1	0.99	8.7	504286	4320	-2.799492071	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0278-C.h1	PF0278-C	1	1	1	10.05	504170	4436	-1.989512211	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0279-C.h1	PF0279-C	1	1	1	95.57	503792	4814	0.649904918	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0280-C.h2	PF0280-C	2	3	0.36	170.89	504359	4247	-3.309220776	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0280-C.h3	PF0280-C	3	3	0.48	170.89	504823	3783	-6.549140215	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0280-C.h4	PF0280-C	4	3	0.16	170.89	503981	4625	-0.669803646	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0281-C.h1	PF0281-C	1	4	0.06	482.43	505812	2794	-13.45491678	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0281-C.h2	PF0281-C	2	4	0.33	482.43	504410	4196	-3.665332611	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0281-C.h3	PF0281-C	3	4	0.45	482.43	503670	4936	1.501780288	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0281-C.h4	PF0281-C	4	4	0.16	482.43	504681	3925	-5.557613145	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0282-C.h1	PF0282-C	1	1	1	154.84	503912	4694	-0.188005282	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0285-C.h1	PF0285-C	1	1	1	79.98	503806	4800	0.552148728	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0286-C.h1	PF0286-C	1	1	1	79.41	503815	4791	0.489305463	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0287-C.h1	PF0287-C	1	1	1	303.98	503930	4676	-0.313691811	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0288-C.h1	PF0288-C	1	1	1	183.27	503853	4753	0.223967233	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0289-C.h1	PF0289-C	1	2	0.86	649.67	503857	4749	0.196036893	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0289-C.h3	PF0289-C	3	2	0.14	649.67	504888	3718	-7.00300824	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0290-C.h1	PF0290-C	1	1	1	156.77	503848	4758	0.258880158	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0294-C.h2	PF0294-C	2	3	0.17	65.43	504829	3777	-6.591035725	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0294-C.h3	PF0294-C	3	3	0.54	65.43	504276	4330	-2.729666221	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0294-C.h4	PF0294-C	4	3	0.29	65.43	504942	3664	-7.38006783	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0298-C.h1	PF0298-C	1	1	1	126.32	504043	4563	-1.102723916	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0299-C.h1	PF0299-C	1	1	1	72.05	503796	4810	0.621974578	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0301-C.h1	PF0301-C	1	1	1	47.26	503910	4696	-0.174040112	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0304-C.h1	PF0304-C	1	1	1	88.26	503847	4759	0.265862743	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0305-C.h2	PF0305-C	2	3	0.34	156.87	504248	4358	-2.534153841	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0305-C.h3	PF0305-C	3	3	0.55	156.87	504106	4500	-1.542626771	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0305-C.h4	PF0305-C	4	3	0.11	156.87	505681	2925	-12.54019814	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0306-C.h1	PF0306-C	1	2	0.57	18.61	504139	4467	-1.773052076	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0306-C.h3	PF0306-C	3	2	0.43	18.61	504327	4279	-3.085778056	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0308-C.h2	PF0308-C	2	3	0.2	78.86	504609	3997	-5.054867025	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0308-C.h3	PF0308-C	3	3	0.65	78.86	503763	4843	0.852399883	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0308-C.h4	PF0308-C	4	3	0.15	78.86	505134	3472	-8.720724149	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0309-C.h1	PF0309-C	1	1	1	69.47	503784	4822	0.705765598	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0310-C.h1	PF0310-C	1	1	0.99	12.55	503969	4637	-0.586012626	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0311-C.h1	PF0311-C	1	2	0.83	80.54	503716	4890	1.180581378	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0311-C.h3	PF0311-C	3	2	0.17	80.54	504331	4275	-3.113708396	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0312-C.h2	PF0312-C	2	2	0.11	87.05	505732	2874	-12.89630998	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0312-C.h3	PF0312-C	3	2	0.87	87.05	503946	4660	-0.425413171	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0314-C.h1	PF0314-C	1	1	0.99	18.45	504043	4563	-1.102723916	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0318-C.h2	PF0318-C	2	3	0.24	89.95	504747	3859	-6.018463755	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0318-C.h3	PF0318-C	3	3	0.47	89.95	503571	5035	2.193056203	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0318-C.h4	PF0318-C	4	3	0.29	89.95	504496	4110	-4.265834921	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0321-C.h1	PF0321-C	1	2	0.55	201.24	503913	4693	-0.194987867	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0321-C.h3	PF0321-C	3	2	0.45	201.24	504157	4449	-1.898738606	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0323-C.h1	PF0323-C	1	1	0.99	23.97	503978	4628	-0.648855891	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0325-C.h1	PF0325-C	1	2	0.85	79.38	503757	4849	0.894295393	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0325-C.h3	PF0325-C	3	2	0.15	79.38	505822	2784	-13.52474263	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0326-C.h1	PF0326-C	1	1	1	152.34	504012	4594	-0.886263781	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0327-C.h2	PF0327-C	2	3	0.28	52.32	504407	4199	-3.644384856	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0327-C.h3	PF0327-C	3	3	0.55	52.32	504309	4297	-2.960091526	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0327-C.h4	PF0327-C	4	3	0.17	52.32	503829	4777	0.391549273	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0328-C.h1	PF0328-C	1	1	1	135.77	503769	4837	0.810504373	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0329-C.h1	PF0329-C	1	1	0.99	16.28	504251	4355	-2.555101596	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0330-C.h1	PF0330-C	1	1	1	356.52	503808	4798	0.538183558	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0331-C.h2	PF0331-C	2	3	0.21	19.03	504781	3825	-6.255871645	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0331-C.h3	PF0331-C	3	3	0.69	19.03	504270	4336	-2.687770711	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0331-C.h4	PF0331-C	4	3	0.09	19.03	503574	5032	2.172108448	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0332-C.h1	PF0332-C	1	1	1	53.81	504054	4552	-1.179532351	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0333-C.h1	PF0333-C	1	2	0.68	6.23	505547	3059	-11.60453175	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0333-C.h4	PF0333-C	4	2	0.32	6.23	503814	4792	0.496288048	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0334-C.h1	PF0334-C	1	1	1	63.2	503741	4865	1.006016753	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0335-CW.h2	PF0335-CW	2	3	0.25	49.03	504905	3701	-7.121712185	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0335-CW.h3	PF0335-CW	3	3	0.59	49.03	504271	4335	-2.694753296	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0335-CW.h4	PF0335-CW	4	3	0.16	49.03	504421	4185	-3.742141046	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0336-CW.h1	PF0336-CW	1	2	0.68	43.3	504515	4091	-4.398504036	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0336-CW.h3	PF0336-CW	3	2	0.32	43.3	504167	4439	-1.968564456	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0337-C.h1	PF0337-C	1	1	0.99	28.28	503854	4752	0.216984648	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0339-C.h1	PF0339-C	1	1	0.99	19.65	503954	4652	-0.481273851	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0341-C.h1	PF0341-C	1	1	0.98	34.35	503843	4763	0.293793083	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0342-C.h1	PF0342-C	1	2	0.8	7.91	504392	4214	-3.539646081	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0342-C.h4	PF0342-C	4	2	0.2	7.91	503207	5399	4.734717142	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0344-C.h1	PF0344-C	1	1	1	31.02	503937	4669	-0.362569906	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0347-C.h1	PF0347-C	1	1	1	68.31	503865	4741	0.140176213	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0349-C.h1	PF0349-C	1	2	0.65	13.08	505202	3404	-9.195539929	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0349-C.h3	PF0349-C	3	2	0.35	13.08	504647	3959	-5.320205255	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0350-C.h1	PF0350-C	1	4	0.11	61.46	505255	3351	-9.565616934	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0350-C.h2	PF0350-C	2	4	0.23	61.46	504693	3913	-5.641404165	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0350-C.h3	PF0350-C	3	4	0.47	61.46	503548	5058	2.353655658	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0350-C.h4	PF0350-C	4	4	0.19	61.46	504909	3697	-7.149642525	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0353-C.h1	PF0353-C	1	2	0.78	30.5	503913	4693	-0.194987867	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0353-C.h3	PF0353-C	3	2	0.22	30.5	504742	3864	-5.98355083	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0354-C.h1	PF0354-C	1	4	0.15	37.86	505335	3271	-10.12422373	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0354-C.h2	PF0354-C	2	4	0.25	37.86	505067	3539	-8.252890955	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0354-C.h3	PF0354-C	3	4	0.4	37.86	504059	4547	-1.214445276	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0354-C.h4	PF0354-C	4	4	0.2	37.86	505247	3359	-9.509756254	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0355-C.h1	PF0355-C	1	4	0.03	40.08	503099	5507	5.488836322	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0355-C.h2	PF0355-C	2	4	0.32	40.08	504580	4026	-4.85237206	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0355-C.h3	PF0355-C	3	4	0.49	40.08	503791	4815	0.656887503	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0355-C.h4	PF0355-C	4	4	0.15	40.08	505294	3312	-9.837937749	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0356-C.h2	PF0356-C	2	3	0.33	21.96	504748	3858	-6.02544634	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0356-C.h3	PF0356-C	3	3	0.41	21.96	504387	4219	-3.504733156	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0356-C.h4	PF0356-C	4	3	0.26	21.96	504850	3756	-6.73767001	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0357-C.h2	PF0357-C	2	3	0.39	34.54	504413	4193	-3.686280366	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0357-C.h3	PF0357-C	3	3	0.42	34.54	504338	4268	-3.162586491	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0357-C.h4	PF0357-C	4	3	0.19	34.54	505254	3352	-9.558634349	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0359-C.h1	PF0359-C	1	2	0.92	53.61	503804	4802	0.566113898	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0359-C.h3	PF0359-C	3	2	0.08	53.61	505566	3040	-11.73720087	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0360-C.h1	PF0360-C	1	2	0.67	5.11	505192	3414	-9.125714079	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0360-C.h4	PF0360-C	4	2	0.33	5.11	503317	5289	3.966632792	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0361-C.h2	PF0361-C	2	3	0.31	66.64	505259	3347	-9.593547274	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0361-C.h3	PF0361-C	3	3	0.56	66.64	504465	4141	-4.049374786	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0361-C.h4	PF0361-C	4	3	0.13	66.64	504722	3884	-5.84389913	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0362-C.h1	PF0362-C	1	2	0.74	4.81	505553	3053	-11.64642726	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0362-C.h4	PF0362-C	4	2	0.25	4.81	502781	5825	7.709298352	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0363-C.h1	PF0363-C	1	2	0.61	8.56	505003	3603	-7.806005515	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0363-C.h4	PF0363-C	4	2	0.39	8.56	504210	4396	-2.268815611	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0364-C.h1	PF0364-C	1	1	0.96	12.05	503984	4622	-0.690751401	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0365-C.h1	PF0365-C	1	2	0.65	18.97	504739	3867	-5.962603075	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0365-C.h3	PF0365-C	3	2	0.35	18.97	503634	4972	1.753153348	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0366-C.h1	PF0366-C	1	1	1	61.53	503910	4696	-0.174040112	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0367-C.h2	PF0367-C	2	3	0.32	36.69	504687	3919	-5.599508655	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0367-C.h3	PF0367-C	3	3	0.5	36.69	504696	3910	-5.66235192	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0367-C.h4	PF0367-C	4	3	0.18	36.69	504524	4082	-4.461347301	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0368-C.h1	PF0368-C	1	2	0.9	80.38	503781	4825	0.726713353	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0368-C.h3	PF0368-C	3	2	0.1	80.38	505973	2633	-14.57911296	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0369-C.h1	PF0369-C	1	1	1	67.29	503949	4657	-0.446360926	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0370-C.h1	PF0370-C	1	2	0.92	25.76	503938	4668	-0.369552491	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0370-C.h4	PF0370-C	4	2	0.07	25.76	504038	4568	-1.067810991	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0371-C.h1	PF0371-C	1	1	1	144.7	503750	4856	0.943173488	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0372-C.h1	PF0372-C	1	1	1	74.34	503817	4789	0.475340293	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0373-C.h1	PF0373-C	1	4	0.07	60.19	505073	3533	-8.294786465	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0373-C.h2	PF0373-C	2	4	0.32	60.19	504395	4211	-3.560593836	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0373-C.h3	PF0373-C	3	4	0.4	60.19	503637	4969	1.732205593	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0373-C.h4	PF0373-C	4	4	0.21	60.19	504944	3662	-7.394033	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0374-C.h1	PF0374-C	1	2	0.85	118.68	503740	4866	1.012999338	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0374-C.h3	PF0374-C	3	2	0.15	118.68	506285	2321	-16.75767948	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0375-C.h2	PF0375-C	2	3	0.34	231.18	504219	4387	-2.331658876	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0375-C.h3	PF0375-C	3	3	0.53	231.18	504736	3870	-5.94165532	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0375-C.h4	PF0375-C	4	3	0.13	231.18	504302	4304	-2.911213431	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0377-C.h1	PF0377-C	1	2	0.68	11.38	504895	3711	-7.051886335	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0377-C.h3	PF0377-C	3	2	0.32	11.38	504449	4157	-3.937653426	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0378-C.h1	PF0378-C	1	2	0.88	71.89	503798	4808	0.608009408	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0378-C.h3	PF0378-C	3	2	0.12	71.89	505453	3153	-10.94816876	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0380-C.h1	PF0380-C	1	4	0.17	72.93	505021	3585	-7.931692045	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0380-C.h2	PF0380-C	2	4	0.25	72.93	504708	3898	-5.74614294	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0380-C.h3	PF0380-C	3	4	0.36	72.93	504323	4283	-3.057847716	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0380-C.h4	PF0380-C	4	4	0.21	72.93	504871	3735	-6.884304295	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0381-C.h1	PF0381-C	1	4	0.08	113.14	505299	3307	-9.872850674	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0381-C.h2	PF0381-C	2	4	0.15	113.14	505187	3419	-9.090801154	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0381-C.h3	PF0381-C	3	4	0.43	113.14	503619	4987	1.857892123	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0381-C.h4	PF0381-C	4	4	0.34	113.14	504432	4174	-3.818949481	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0383-C.h1	PF0383-C	1	2	0.66	25.6	504034	4572	-1.039880651	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0383-C.h3	PF0383-C	3	2	0.34	25.6	504513	4093	-4.384538866	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0385-C.h1	PF0385-C	1	2	0.77	107.71	503895	4711	-0.069301337	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0385-C.h3	PF0385-C	3	2	0.23	107.71	505043	3563	-8.085308915	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0386-C.h1	PF0386-C	1	2	0.73	39.66	504090	4516	-1.430905411	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0386-C.h3	PF0386-C	3	2	0.27	39.66	504610	3996	-5.06184961	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0388-C.h2	PF0388-C	2	3	0.29	61.57	504024	4582	-0.970054801	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0388-C.h3	PF0388-C	3	3	0.54	61.57	505444	3162	-10.8853255	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0388-C.h4	PF0388-C	4	3	0.17	61.57	503418	5188	3.261391708	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0389-C.h2	PF0389-C	2	3	0.35	83.85	504291	4315	-2.834404996	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0389-C.h3	PF0389-C	3	3	0.46	83.85	504309	4297	-2.960091526	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0389-C.h4	PF0389-C	4	3	0.19	83.85	504370	4236	-3.386029211	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0390-C.h2	PF0390-C	2	3	0.16	140.78	505106	3500	-8.52521177	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0390-C.h3	PF0390-C	3	3	0.71	140.78	503805	4801	0.559131313	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0390-C.h4	PF0390-C	4	3	0.12	140.78	505215	3391	-9.286313534	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0392-C.h1	PF0392-C	1	2	0.79	60.96	503797	4809	0.614991993	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0392-C.h3	PF0392-C	3	2	0.21	60.96	504424	4182	-3.763088801	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0393-CW.h1	PF0393-CW	1	1	0.99	23.58	504063	4543	-1.242375616	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0395-C.h1	PF0395-C	1	2	0.49	109.68	503984	4622	-0.690751401	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0395-C.h2	PF0395-C	2	2	0.49	109.68	504014	4592	-0.900228951	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0396-C.h1	PF0396-C	1	2	0.71	59.69	503963	4643	-0.544117116	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0396-C.h3	PF0396-C	3	2	0.29	59.69	503946	4660	-0.425413171	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0397-C.h1	PF0397-C	1	1	1	147.55	503855	4751	0.210002063	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0398-C.h1	PF0398-C	1	2	0.71	43.22	503945	4661	-0.418430586	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0398-C.h3	PF0398-C	3	2	0.29	43.22	504431	4175	-3.811966896	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0399-C.h1	PF0399-C	1	2	0.9	38.12	503938	4668	-0.369552491	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0399-C.h3	PF0399-C	3	2	0.1	38.12	504945	3661	-7.401015585	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0400-C.h1	PF0400-C	1	1	1	28.42	503922	4684	-0.257831132	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0401-C.h1	PF0401-C	1	1	1	67.36	503766	4840	0.831452128	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0404-C.h1	PF0404-C	1	2	0.81	34.75	503886	4720	-0.006458072	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0404-C.h3	PF0404-C	3	2	0.19	34.75	505048	3558	-8.12022184	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0405-C.h1	PF0405-C	1	1	0.99	7.81	504269	4337	-2.680788126	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0406-C.h1	PF0406-C	1	1	1	34.79	504025	4581	-0.977037386	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0407-C.h1	PF0407-C	1	1	0.99	32.77	503929	4677	-0.306709226	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0408-C.h1	PF0408-C	1	4	0.03	141.19	504573	4033	-4.803493965	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0408-C.h2	PF0408-C	2	4	0.25	141.19	504260	4346	-2.617944861	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0408-C.h3	PF0408-C	3	4	0.59	141.19	503558	5048	2.283829808	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0408-C.h4	PF0408-C	4	4	0.12	141.19	505376	3230	-10.41050972	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0409-C.h1	PF0409-C	1	1	1	60.43	503740	4866	1.012999338	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0410-CW.h1	PF0410-CW	1	1	1	97.92	503769	4837	0.810504373	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0411-C.h1	PF0411-C	1	1	1	22.11	503801	4805	0.587061653	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0412-C.h1	PF0412-C	1	2	0.84	42.28	503865	4741	0.140176213	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0412-C.h3	PF0412-C	3	2	0.16	42.28	505574	3032	-11.79306155	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0413-C.h1	PF0413-C	1	1	0.98	64.38	503759	4847	0.880330223	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0414-C.h1	PF0414-C	1	3	0.95	10.58	504189	4417	-2.122181326	4720.924883	143.2134375	Ghana	Kassena	FALSE
PF0414-C.h2	PF0414-C	2	3	0.02	10.58	500270	8336	25.24256928	4720.924883	143.2134375	Ghana	Kassena	TRUE
PF0414-C.h4	PF0414-C	4	3	0.02	10.58	500295	8311	25.06800466	4720.924883	143.2134375	Ghana	Kassena	TRUE
